strike,moneyness,moneyness_bucket,mid,price_repaired,adjustment,raw_iv,repaired_iv,iv_change
628.0,0.9446805310067317,OTM,36.92,36.77876025302645,-0.1412397469735538,0.5374020783488941,0.3557131156330631,-0.18168896271583096
633.0,0.9522018728141101,ATM,31.92,31.850000000057964,-0.06999999994203776,0.4732623999111925,0.4289317977409119,-0.04433060217028062
634.0,0.9537061411755857,ATM,30.92,30.864247949469917,-0.05575205053008503,0.4603622285471984,0.42745100234573935,-0.03291122620145903
635.0,0.9552104095370615,ATM,29.92,29.878495898882885,-0.04150410111711622,0.44743386403759855,0.42446614467612387,-0.02296771936147468
636.0,0.9567146778985371,ATM,28.93,28.892743848297314,-0.03725615170268526,0.4392651166141751,0.4202757369644532,-0.018989379649721916
637.0,0.9582189462600128,ATM,27.93,27.90699179771368,-0.023008202286320056,0.4261675008529888,0.41508358553174174,-0.011083915321247084
638.0,0.9597232146214885,ATM,26.945,26.92123974713131,-0.023760252868690657,0.41957301617704423,0.40903574159220374,-0.010537274584840495
639.0,0.9612274829829642,ATM,25.945,25.935487696550574,-0.00951230344942644,0.4062476343248174,0.4022398552112659,-0.004007779113551546
640.0,0.9627317513444399,ATM,24.95,24.949735645972734,-0.0002643540272657674,0.39488299757112955,0.39477794000990907,-0.00010505756122047849
641.0,0.9642360197059155,ATM,23.965,23.96398359539693,-0.0010164046030709528,0.38708911610838515,0.3867134223561551,-0.0003756937522300663
642.0,0.9657402880673912,ATM,22.96,22.97823154482392,0.01823154482391942,0.37161789775365295,0.3780957210970218,0.006477823343368827
643.0,0.967244556428867,ATM,21.97,21.992479494257196,0.02247949425719753,0.3614530283302939,0.3689642024769971,0.0075111741467032145
644.0,0.9687488247903426,ATM,20.985,21.00672744369609,0.02172744369608992,0.35255670004787154,0.35934989527097644,0.0067931952231048975
645.0,0.9702530931518183,ATM,20.0,20.020975393142763,0.020975393142762755,0.34312651784684955,0.3492768996816913,0.006150381834841734
646.0,0.9717573615132941,ATM,19.015,19.03522334261619,0.020223342616191076,0.33319267680429177,0.3387638349144435,0.0055711581101517416
647.0,0.9732616298747697,ATM,18.035,18.049471292119218,0.014471292119218049,0.32409319149098675,0.32782487240361496,0.0037316809126282102
648.0,0.9747658982362454,ATM,17.049999999999997,17.06371924182665,0.013719241826652961,0.3131361594380906,0.31646953962000024,0.003333380181909651
649.0,0.976270166597721,ATM,16.075000000000003,16.083224870724,0.008224870723996247,0.3040292103785842,0.3058890038932778,0.001859793514693564
650.0,0.9777744349591968,ATM,15.11,15.110716847448954,0.0007168474489542831,0.29628130754185233,0.29643051177017865,0.0001492042283263162
651.0,0.9792787033206725,ATM,14.145,14.145309852103644,0.0003098521036442037,0.2875207831949941,0.28758016177150403,5.937857650994971e-05
652.0,0.9807829716821481,ATM,13.18,13.185900374236128,0.005900374236128769,0.2778260542787444,0.27886799932342543,0.0010419450446810252
653.0,0.9822872400436238,ATM,12.24,12.238260875762508,-0.0017391242374920068,0.2713101761900922,0.2710308991782892,-0.0002792770118029697
654.0,0.9837915084050995,ATM,11.295,11.29968373533659,0.004683735336589834,0.26257679444275284,0.2632652684327191,0.0006884739899662429
655.0,0.9852957767665752,ATM,10.365,10.366513625331466,0.0015136253314658177,0.2546383571775175,0.2548419785291838,0.00020362135166629436
656.0,0.9868000451280509,ATM,9.455,9.460239835560866,0.005239835560866268,0.24768035013475873,0.24832201695177367,0.0006416668170149409
657.0,0.9883043134895265,ATM,8.559999999999999,8.56600143575268,0.006001435752681417,0.24062439498738677,0.24129626732401527,0.0006718723366284929
658.0,0.9898085818510023,ATM,7.69,7.695065326632148,0.005065326632147205,0.2342156621824749,0.23473527117246284,0.0005196089899879575
659.0,0.991312850212478,ATM,6.84,6.8483066003368815,0.008306600336881687,0.22749753736231923,0.22828284692313508,0.00078530956081585
660.0,0.9928171185739536,ATM,6.015000000000001,6.016471583513879,0.0014715835138785494,0.22061715346085012,0.22074642231736355,0.00012926885651343145
661.0,0.9943213869354293,ATM,5.225,5.2369384802809735,0.011938480280973884,0.21404176221384014,0.21502261637842587,0.0009808541645857372
662.0,0.995825655296905,ATM,4.470000000000001,4.478583454354138,0.00858345435413721,0.2073064554721085,0.2079737361293127,0.0006672806572042
663.0,0.9973299236583807,ATM,3.75,3.76,0.009999999999999787,0.19999771348016315,0.2007428919294374,0.0007451784492742419
664.0,0.9988341920198563,ATM,3.085,3.09,0.004999999999999893,0.19315247232716204,0.19351527950535793,0.00036280717819589525
665.0,1.0003384603813321,ATM,2.4699999999999998,2.4704576755857093,0.00045767558570952716,0.18589498791626938,0.18592797270995298,3.298479368360474e-05
666.0,1.0018427287428078,ATM,1.93,1.94,0.010000000000000009,0.17955461761752456,0.18028823097770272,0.0007336133601781591
667.0,1.0033469971042834,ATM,1.455,1.46,0.004999999999999893,0.17300321580169983,0.1733880843509234,0.00038486854922356595
668.0,1.004851265465759,ATM,1.07,1.08,0.010000000000000009,0.1679485573734255,0.1687841746627452,0.00083561728931969
669.0,1.0063555338272347,ATM,0.755,0.76,0.0050000000000000044,0.16291154157601895,0.16338434293919427,0.00047280136317531807
670.0,1.0078598021887104,ATM,0.52,0.5219148774171034,0.0019148774171033889,0.15929013398136313,0.15950349968965782,0.0002133657082946938
671.0,1.0093640705501863,ATM,0.345,0.35,0.0050000000000000044,0.15606253926908353,0.15674761465203813,0.0006850753829545919
672.0,1.010868338911662,ATM,0.225,0.23,0.0050000000000000044,0.15406171270061003,0.15493704946053072,0.0008753367599206863
